"artists","danceability","energy","liveness","tempo","loudness","acousticness","speechiness"
"Rudy Mills",0.69,0.69,0.18,0.38,0.86,0.32,0.07
"Rudy Ray Moore",0.59,0.46,0.72,0.52,0.82,0.98,0.65
"Rudy Vallee",0.41,0.25,0.1,0.37,0.78,0.91,0.04
"Rudyard Kipling",0.62,0.18,0.49,0.4,0.6,0.67,0.95
"RueiBin Chen",0.33,0.17,0.12,0.45,0.65,0.99,0.03
"Ruel",0.62,0.43,0.21,0.53,0.86,0.3,0.07
"Ruelle",0.47,0.48,0.13,0.61,0.85,0.5,0.06
"Ruff Endz",0.66,0.6,0.09,0.44,0.91,0.17,0.05
"Ruff Loaderz",0.66,0.84,0.27,0.44,0.88,0.18,0.05
"Ruff Ryders",0.7,0.8,0.25,0.62,0.88,0.04,0.35
"Rufi-O",0.71,0.13,0.35,0.52,0.62,0.98,0.06
"Rufus",0.63,0.53,0.18,0.53,0.78,0.49,0.07
"Rufus & Chaka Khan",0.65,0.55,0.22,0.49,0.76,0.35,0.06
"Rufus Bonds, Jr.",0.4,0.28,0.39,0.59,0.69,0.66,0.12
"Rufus Smith",0.58,0.46,0.13,0.59,0.78,0.92,0.06
"Rufus Thomas",0.64,0.48,0.21,0.53,0.83,0.75,0.07
"Rufus Wainwright",0.36,0.27,0.1,0.49,0.84,0.77,0.03
"Ruggero Leoncavallo",0.3,0.27,0.32,0.46,0.75,0.96,0.05
"Ruggero Maghini",0.42,0.15,0.12,0.48,0.67,0.97,0.11
"Ruggiero Leon-cavallo",0.32,0.27,0.74,0.42,0.79,0.99,0.07
"Rumblin' Ruby",0.5,0.52,0.18,0.46,0.85,0.34,0.03
"Rumillajta",0.58,0.48,0.1,0.61,0.77,0.9,0.06
"Run",0.85,0.73,0.1,0.5,0.88,0.01,0.06
"Run The Jewels",0.66,0.64,0.2,0.54,0.86,0.04,0.28
"Rundfunk-Sinfonieorchester Leipzig",0.33,0.23,0.09,0.48,0.7,0.97,0.05
"Rune RK",0.64,0.88,0.32,0.59,0.93,0,0.07
"Running Wild",0.27,0.97,0.47,0.72,0.86,0,0.1
"Run–D.M.C.",0.85,0.77,0.19,0.55,0.84,0.04,0.22
"Rupa",0.56,0.76,0.14,0.59,0.81,0.29,0.13
"Rupee",0.85,0.7,0.09,0.49,0.86,0.15,0.05
"Rupert Holmes",0.8,0.46,0.04,0.51,0.74,0.32,0.06
"Ruperto Chapí",0.42,0.29,0.19,0.51,0.79,0.97,0.05
"Rusendezagekwe",0.23,0.04,0.11,0.34,0.51,1,0.07
"Rush",0.45,0.78,0.33,0.6,0.83,0.1,0.05
"Rusko",0.36,0.93,0.25,0.8,0.9,0,0.05
"Ruslan Shalbekov",0.88,0.74,0.59,0.63,0.82,0,0.39
"Russ",0.71,0.56,0.13,0.52,0.86,0.37,0.25
"Russ Ballard",0.55,0.68,0.06,0.43,0.74,0,0.06
"Russ Barenberg",0.33,0.12,0.23,0.45,0.68,0.88,0.04
"Russ Brown",0.63,0.27,0.08,0.58,0.76,0.85,0.27
"Russ Freeman",0.62,0.34,0.14,0.55,0.76,0.83,0.05
"Russ Freeman & The Rippingtons",0.77,0.69,0.11,0.51,0.86,0.07,0.03
"Russ Garcia & His Vocal Choir and Orchestra",0.18,0.3,0.12,0.78,0.8,0.97,0.04
"Russ Garcia and His Orchestra",0.59,0.29,0.22,0.44,0.74,0.71,0.1
"Russ Klein",0.41,0.22,0.1,0.36,0.77,0.99,0.03
"Russ Liquid",0.68,0.6,0.3,0.64,0.87,0.15,0.04
"Russ Morgan",0.26,0.22,0.23,0.37,0.8,0.87,0.03
"Russ Morgan and His Orchestra",0.57,0.27,0.16,0.54,0.75,0.93,0.08
"Russ Taff",0.56,0.54,0.17,0.53,0.77,0.1,0.04
"Russ Tamblyn",0.65,0.35,0.27,0.48,0.78,0.73,0.33
"Russell Dickerson",0.54,0.75,0.11,0.65,0.89,0.22,0.05
"Russell Garcia",0.3,0.18,0.11,0.45,0.76,0.73,0.03
"Russell Hitchcock",0.54,0.38,0.29,0.45,0.8,0.44,0.03
"Russell Lee",0.76,0.61,0.18,0.42,0.88,0.3,0.17
"Russell Malone",0.63,0.2,0.07,0.6,0.69,0.96,0.05
"Russell McNamara",0.66,0.89,0.14,0.6,0.85,0.01,0.06
"Russell Nype",0.44,0.24,0.21,0.36,0.77,0.9,0.05
"Russell Procope",0.44,0.43,0.86,0.5,0.69,0.49,0.21
"Russian National Orchestra",0.32,0.01,0.17,0.52,0.34,0.89,0.04
"Russian State Symphony Orchestra",0.24,0.11,0.15,0.5,0.62,0.95,0.04
"Rusted Root",0.51,0.76,0.22,0.53,0.84,0.11,0.08
"Ruston Kelly",0.47,0.72,0.11,0.68,0.9,0.06,0.04
"Rusty & Doug Kershaw",0.66,0.64,0.25,0.56,0.81,0.77,0.05
"Ruth B.",0.56,0.28,0.09,0.48,0.83,0.75,0.04
"Ruth Brown",0.67,0.31,0.12,0.57,0.73,0.59,0.07
"Ruth Etting",0.37,0.15,0.22,0.37,0.78,0.99,0.05
"Ruth Fernandez",0.73,0.6,0.14,0.53,0.9,0.34,0.07
"Ruth Gaylor",0.69,0.16,0.33,0.66,0.75,0.96,0.07
"Ruth Kobart",0.47,0.15,0.19,0.5,0.69,0.83,0.06
"Ruth Laredo",0.3,0.1,0.13,0.49,0.57,0.99,0.04
"Ruth Madoc",0.5,0.3,0.27,0.3,0.74,0.82,0.38
"Ruth Michaelis",0.34,0.21,0.41,0.29,0.66,0.96,0.27
"Ruth Ziesak",0.47,0.24,0.15,0.49,0.7,0.93,0.17
"Rutherford B. Hayes is Dead",0.5,0.82,0.17,0.56,0.93,0.46,0.04
"Rutland Boughton",0.36,0.02,0.15,0.43,0.51,0.99,0.06
"Rvssian",0.72,0.66,0.15,0.67,0.89,0.07,0.15
"Rx Bandits",0.59,0.82,0.1,0.63,0.88,0.21,0.04
"Rxseboy",0.76,0.56,0.13,0.38,0.9,0.79,0.19
"Ry Cooder",0.58,0.33,0.16,0.54,0.71,0.5,0.07
"Ryan",0.74,0.8,0.16,0.6,0.89,0.18,0.12
"Ryan Adams",0.51,0.35,0.14,0.55,0.79,0.35,0.04
"Ryan Adams & The Cardinals",0.43,0.72,0.18,0.64,0.89,0.07,0.03
"Ryan Bingham",0.56,0.58,0.24,0.59,0.83,0.31,0.04
"Ryan Breslin",0.48,0.48,0.08,0.77,0.81,0.35,0.12
"Ryan Cabrera",0.55,0.62,0.13,0.44,0.86,0.23,0.03
"Ryan Campbell",0.73,0.57,0.1,0.36,0.89,0.3,0.27
"Ryan Caraveo",0.74,0.64,0.2,0.65,0.85,0.33,0.14
"Ryan Engleman",0.42,0.64,0.11,0.41,0.88,0.47,0.03
"Ryan Foley",0.87,0.62,0.11,0.43,0.83,0.02,0.33
"Ryan Gosling",0.51,0.19,0.1,0.51,0.72,0.78,0.05
"Ryan Hurd",0.64,0.57,0.12,0.56,0.86,0.28,0.03
"Ryan Leslie",0.45,0.87,0.44,0.74,0.9,0.09,0.33
"Ryan Lewis",0.76,0.54,0.08,0.41,0.86,0.12,0.31
"Ryan McCartan",0.5,0.41,0.17,0.44,0.83,0.63,0.13
"Ryan Montbleau",0.72,0.31,0.49,0.63,0.77,0.34,0.22
"Ryan Oakes",0.66,0.72,0.11,0.64,0.86,0.19,0.1
"Ryan Riback",0.67,0.84,0.16,0.48,0.91,0.06,0.04
"Ryan Star",0.26,0.37,0.11,0.53,0.81,0.56,0.03
"Ryan Stevenson",0.3,0.73,0.46,0.38,0.87,0.2,0.06
"Ryan Tedder",0.6,0.81,0.17,0.54,0.91,0.08,0.04
"Ryan Trey",0.65,0.65,0.12,0.52,0.89,0.42,0.37
"Ryan Upchurch",0.68,0.76,0.16,0.64,0.88,0.15,0.14
"Ryce",0.72,0.63,0.28,0.73,0.91,0.21,0.15
"Ryland Davies",0.21,0.24,0.13,0.35,0.7,0.98,0.04
"Ryuichi Sakamoto",0.6,0.33,0.29,0.48,0.75,0.79,0.05
"RØNIN",0.83,0.26,0.08,0.54,0.77,0.44,0.08
"RÜFÜS DU SOL",0.68,0.69,0.15,0.56,0.86,0.1,0.04
"Régine Crespin",0.41,0.11,0.1,0.55,0.64,0.99,0.06
"Régulo Caro",0.66,0.79,0.13,0.64,0.91,0.43,0.1
"Réka Ioescu",0.39,0,0.13,0.31,0.48,1,0.08
"Río Roma",0.56,0.61,0.15,0.66,0.89,0.61,0.04
"Róbert Lakatos",0.39,0.36,0.92,0.51,0.71,0.76,0.05
"Róisín",0.7,0.39,0.11,0.37,0.8,0.6,0.05
"Róisín Murphy",0.78,0.74,0.21,0.51,0.86,0.15,0.04
"Röyksopp",0.69,0.74,0.18,0.53,0.84,0.05,0.05
"RŮDE",0.66,0.49,0.27,0.64,0.85,0.03,0.03
"S Club 7",0.66,0.75,0.25,0.58,0.88,0.25,0.04
"S-Trix",0.41,0.71,0.06,0.92,0.91,0.03,0.09
"S. B. John",0.43,0.44,0.19,0.54,0.79,0.51,0.04
"S. B. Joshi",0.62,0.14,0.09,0.5,0.76,0.99,0.09
"S. B. Kapadia",0.54,0.06,0.16,0.33,0.75,1,0.36
"S. C. Batra",0.64,0.62,0.35,0.52,0.84,0.9,0.17
"S. C. Krishnan",0.59,0.36,0.26,0.68,0.81,0.99,0.21
"S. D. Batish",0.56,0.25,0.2,0.48,0.78,0.98,0.22
"S. D. Burman",0.55,0.28,0.17,0.48,0.73,0.98,0.11
"S. Iatridou",0.47,0.59,0.34,0.51,0.87,0.99,0.03
"S. J. Tucker",0.56,0.27,0.09,0.36,0.77,0.78,0.03
"S. Janaki",0.61,0.5,0.34,0.54,0.83,0.73,0.04
"S. K. Pal",0.81,0.14,0.09,0.37,0.83,0.99,0.5
"S. L. Puri",0.69,0.26,0.11,0.6,0.71,0.99,0.08
"S. Loukopoulos",0.4,0.43,0.22,0.49,0.8,0.98,0.05
"S. MCBURNEY",0.1,0.12,0.15,0.35,0.57,0.99,0.03
"S. Mkrtchian with folk instrumental ensemble",0.57,0.22,0.62,0.54,0.74,0.99,0.17
"S. Moti Miyan",0.38,0.26,0.16,0.34,0.73,0.96,0.05
"S. Mysels",0.3,0.08,0.31,0.47,0.8,0.99,0.03
"S. Newrekar",0.53,0.2,0.19,0.46,0.79,0.99,0.14
"S. P. Balasubrahmanyam",0.57,0.5,0.17,0.52,0.79,0.72,0.12
"S. R. (Shiyali Ramamrita) Ranganathan",0.62,0.03,0.12,0.37,0.59,0.99,0.49
"S. Rajeswara Rao",0.6,0.53,0.11,0.51,0.81,0.88,0.09
"S. Sanyal Sachidananda Sanyal",0.42,0.27,0.26,0.3,0.83,0.99,0.04
"S. V. Ranga Rao",0.52,0.86,0.76,0.45,0.88,0.9,0.51
"S. Varalakshmi",0.47,0.46,0.24,0.53,0.85,0.96,0.1
"S.A. Karl",0.13,0.08,0.1,0.34,0.64,0.97,0.04
"S.E.S.",0.76,0.91,0.28,0.47,0.91,0.12,0.09
"S.Giovannini",0.55,0.14,0.26,0.55,0.72,0.99,0.08
"S.Jayalakshmi",0.53,0.41,0.56,0.31,0.78,0.99,0.04
"S.N.Tripathi",0.66,0.3,0.25,0.41,0.8,0.99,0.22
"S.O.A.",0.37,0.69,0.11,0.54,0.74,0,0.04
"S.O.U.L. S.Y.S.T.E.M.",0.66,0.62,0.62,0.45,0.78,0,0.05
"S.V.Venkatraman",0.62,0.46,0.1,0.37,0.83,0.96,0.08
"S1mba",0.61,0.62,0.28,0.29,0.87,0.5,0.21
"S3RL",0.5,0.99,0.31,0.8,0.93,0.01,0.14
"SAINt JHN",0.77,0.59,0.16,0.55,0.88,0.17,0.08
"SALES",0.77,0.57,0.1,0.45,0.83,0.81,0.1
"SAYGRACE",0.58,0.63,0.2,0.66,0.89,0.3,0.12
"SAYUKI",0.51,0.98,0.04,0.7,0.9,0,0.05
"SBTRKT",0.8,0.44,0.09,0.62,0.82,0.13,0.22
"SCANDAL",0.43,0.93,0.55,0.77,0.96,0.03,0.13
"SCHALA",0.53,0.88,0.84,0.6,0.92,0,0.14
"SD",0.82,0.64,0.1,0.62,0.83,0,0.07
"SDIB",0.79,0.49,0.1,0.48,0.84,0.31,0.04
"SEATBELTS",0.57,0.45,0.16,0.56,0.78,0.37,0.09
"SEBASTIAN PAUL",0.53,0.59,0.28,0.47,0.84,0.5,0.21
"SEGA SOUND TEAM",0.52,0.98,0.33,0.52,0.9,0,0.06
"SERi",0.62,0.72,0.08,0.61,0.87,0.09,0.03
"SEUNGRI",0.68,0.86,0.19,0.41,0.91,0.02,0.12
"SEVENTEEN",0.76,0.79,0.12,0.51,0.92,0.11,0.05
"SG Lewis",0.63,0.51,0.22,0.52,0.82,0.35,0.18
"SHAED",0.65,0.44,0.1,0.58,0.87,0.52,0.03
"SHAUN",0.74,0.74,0.16,0.47,0.9,0.36,0.03
"SHINHWA",0.75,0.91,0.08,0.5,0.95,0.02,0.04
"SHINee",0.7,0.81,0.17,0.5,0.93,0.15,0.06
"SHOTTY HORROH",0.69,0.73,0.34,0.71,0.9,0.18,0.04
"SHRK",0.79,0.38,0.14,0.47,0.7,0.74,0.07
"SHY Martin",0.63,0.58,0.1,0.41,0.87,0.02,0.03
"SHeDAISY",0.54,0.72,0.11,0.56,0.89,0.11,0.04
"SIAMES",0.59,0.7,0.33,0.47,0.88,0.02,0.03
"SID",0.52,0.92,0.24,0.53,0.92,0.01,0.07
"SIDEPIECE",0.77,0.73,0.22,0.57,0.87,0,0.04
"SISTAR19",0.75,0.76,0.25,0.41,0.9,0.32,0.07
"SIX60",0.4,0.52,0.16,0.81,0.88,0.61,0.11
"SKY WU",0.71,0.47,0.13,0.47,0.78,0.62,0.03
"SLACKCiRCUS",0.67,0.82,0.06,0.64,0.81,0.14,0.16
"SLANDER",0.51,0.62,0.21,0.67,0.86,0.17,0.04
"SMO",0.64,0.76,0.19,0.44,0.88,0.14,0.17
"SNAP!",0.78,0.72,0.19,0.53,0.79,0.12,0.05
"SNBRN",0.77,0.71,0.17,0.57,0.88,0.08,0.05
"SNFU",0.45,0.81,0.11,0.41,0.85,0,0.07
"SOB X RBE",0.81,0.75,0.21,0.6,0.89,0.13,0.41
"SOHN",0.67,0.43,0.08,0.83,0.86,0.3,0.05
"SOJA",0.81,0.49,0.13,0.59,0.86,0.15,0.05
"SOYEON of (G)I-DLE",0.64,0.68,0.16,0.71,0.89,0.08,0.27
"SOYOU & Junggigo",0.74,0.68,0.25,0.44,0.93,0.45,0.05
"SPYAIR",0.42,0.93,0.17,0.59,0.92,0,0.06
"SR-71",0.47,0.92,0.24,0.71,0.91,0,0.06
"SS Decontrol",0.27,0.89,0.26,0.61,0.88,0,0.09
"SS-Say",0.56,0.98,0.21,0.51,0.89,0,0.04
"SS501",0.61,0.84,0.15,0.58,0.9,0.24,0.05
"STARSET",0.35,0.75,0.23,0.55,0.88,0,0.07
"STEELHEART",0.42,0.64,0.09,0.68,0.82,0.01,0.04
"STOP",0.77,0.58,0.09,0.63,0.77,0.02,0.06
"STRFKR",0.66,0.7,0.22,0.48,0.86,0.14,0.03
"STS",0.8,0.72,0.32,0.41,0.91,0.02,0.18
"SUGA",0.72,0.7,0.13,0.64,0.89,0.34,0.08
"SUNMI",0.72,0.83,0.2,0.43,0.91,0.06,0.1
"SUPER JUNIOR",0.81,0.86,0.16,0.59,0.94,0.01,0.04
"SURAN",0.55,0.74,0.22,0.55,0.92,0.16,0.08
"SURF",0.53,0.67,0.24,0.5,0.85,0.38,0.09
"SUS Valentino",0.57,0.54,0.17,0.4,0.8,0.87,0.3
"SVRCINA",0.38,0.55,0.09,0.59,0.87,0.48,0.03
"SWMRS",0.79,0.41,0.11,0.51,0.81,0.33,0.05
"SWV",0.66,0.57,0.17,0.54,0.83,0.18,0.05
"SWV Featuring Wu-Tang Clan",0.8,0.8,0.27,0.45,0.85,0.03,0.05
"SYML",0.47,0.28,0.1,0.46,0.78,0.9,0.03
"SYMPHONIA QUARTET",0.13,0.1,0.15,0.39,0.66,0.88,0.04
"SYMPHONIUM",0.35,0.48,0.14,0.42,0.8,0.81,0.04
"SZA",0.66,0.6,0.18,0.51,0.86,0.26,0.18
"Saadettin Kaynak",0.44,0.45,0.42,0.35,0.83,0.99,0.03
"Saagar Ace",0.56,0.55,0.14,0.75,0.85,0.54,0.06
"Sab Shimono",0.54,0.48,0.09,0.6,0.83,0.72,0.08
"Saba",0.75,0.56,0.23,0.58,0.85,0.26,0.32
"Sabah",0.48,0.42,0.43,0.4,0.84,0.78,0.04
"Sabaton",0.43,0.89,0.25,0.59,0.9,0.01,0.07
"Saber Rebai",0.81,0.64,0.06,0.48,0.79,0.18,0.04
"Sabi",0.67,0.86,0.04,0.61,0.93,0.02,0.06
"Sabine Meyer",0.12,0.02,0.09,0.43,0.57,0.98,0.04
"Sabine Sommerkamp",0.41,0.29,0.1,0.49,0.74,0.67,0.04
"Sabita Banerjee",0.41,0.22,0.12,0.34,0.7,0.99,0.05
"Sabita Chowdhury",0.5,0.5,0.43,0.63,0.76,0.98,0.32
"Sabita Devi",0.51,0.12,0.18,0.39,0.81,0.99,0.12
"Sabita Singha",0.45,0.28,0.16,0.45,0.8,0.9,0.04
"Sabitri Ghosh",0.53,0.17,0.11,0.58,0.8,0.97,0.04
"Sabitri Naha",0.42,0.1,0.25,0.6,0.75,0.98,0.05
"Sabor Kolombia",0.85,0.87,0.02,0.57,0.94,0.16,0.11
"Sabri Brothers",0.85,0.74,0.03,0.5,0.84,0.06,0.11
"Sabrina",0.84,0.68,0.06,0.55,0.81,0.14,0.03
"Sabrina Carpenter",0.63,0.66,0.1,0.54,0.89,0.12,0.09
"Sabrina Claudio",0.56,0.52,0.15,0.55,0.86,0.53,0.23
"Sabrina Claudio vs.",0.65,0.65,0.25,0.5,0.83,0.3,0.1
"Sabrina T. Luce",0.44,0.08,0.48,0.5,0.52,0.83,0.12
"Sabu",0.66,0.67,0.23,0.66,0.77,0.83,0.16
"Sabu Martinez",0.54,0.72,0.17,0.64,0.82,0.49,0.04
"Saccao",0.75,0.64,0.34,0.54,0.87,0.01,0.07
"Sacha Guitry",0.67,0.26,0.22,0.47,0.7,0.7,0.93
"Sachin Gupta",0.57,0.34,0.41,0.55,0.81,0.95,0.08
"Sachin-Jigar",0.62,0.43,0.14,0.41,0.85,0.74,0.03
"Sachio Fujioka",0.2,0.19,0.07,0.39,0.63,0.95,0.06
"Sacred Earth",0.07,0.04,0.11,0.3,0.59,0.85,0.05
"Sacred Reich",0.53,0.99,0.06,0.68,0.9,0,0.09
"Sacred Spirit",0.5,0.39,0.22,0.61,0.7,0.31,0.05
"Sad Lovers & Giants",0.48,0.54,0.08,0.6,0.75,0.13,0.04
"SadBoyProlific",0.76,0.39,0.16,0.44,0.74,0.62,0.48
"Sada Baby",0.87,0.7,0.12,0.64,0.92,0.01,0.18
"Sadat",0.48,0.31,0.22,0.73,0.81,0.99,0.06
"Sadat X",0.76,0.74,0.33,0.41,0.9,0.3,0.38
"Sade",0.67,0.46,0.11,0.53,0.81,0.38,0.04
"Sadhana Sargam",0.57,0.6,0.26,0.51,0.8,0.49,0.04
"Sadi Hosses",0.39,0.23,0.43,0.52,0.72,0.99,0.09
"Sadus",0.32,0.86,0.05,0.63,0.77,0,0.07
"SafetySuit",0.42,0.68,0.2,0.65,0.91,0.22,0.04
"Safire",0.69,0.86,0.14,0.55,0.82,0.04,0.09
"Safiye Ayla",0.34,0.36,0.52,0.4,0.79,0.99,0.15
"Safiye Hanım",0.41,0.16,0.63,0.36,0.75,1,0.05
"Safri Duo",0.63,0.97,0.35,0.63,0.82,0.02,0.06
"Saga",0.56,0.62,0.15,0.61,0.75,0.18,0.03
"Saga Rosen",0.55,0.01,0.17,0.33,0.54,0.99,0.04
"Sagar Sen",0.43,0.14,0.13,0.41,0.7,0.99,0.04
"Sage The Gemini",0.79,0.56,0.13,0.57,0.87,0.12,0.17
"SahBabii",0.75,0.53,0.12,0.51,0.87,0.25,0.16
"Sahana Devi",0.41,0.05,0.14,0.32,0.71,1,0.08
"Sahana Maitra",0.63,0.16,0.14,0.44,0.83,0.99,0.14
"Saib",0.68,0.46,0.2,0.48,0.79,0.45,0.06
"Said the Sky",0.44,0.55,0.24,0.66,0.85,0.11,0.04
"Saigon",0.73,0.96,0.33,0.48,0.92,0.03,0.1
"Saigon Kick",0.58,0.45,0.12,0.59,0.84,0.09,0.03
"Saikat Mitra",0.48,0.33,0.37,0.51,0.77,0.84,0.07
"Saikat Mukherjee",0.6,0.32,0.12,0.78,0.83,0.64,0.04
"Sailcat",0.69,0.15,0.09,0.56,0.58,0.94,0.07
"Sailesh",0.51,0.44,0.12,0.4,0.85,0.98,0.07
"Sailesh Mukherjee",0.58,0.19,0.21,0.33,0.79,0.98,0.12
"Sailors, Soldiers & Airmen of Her Majesty's Forces",0.35,0.15,0.41,0.42,0.78,0.9,0.03
"Saint Etienne",0.63,0.69,0.41,0.48,0.8,0,0.04
"Saint Granier",0.54,0.4,0.39,0.63,0.77,0.99,0.07
"Saint Motel",0.54,0.78,0.16,0.53,0.9,0.08,0.05
"Saint Paul Chamber Orchestra",0.36,0.05,0.1,0.44,0.58,0.98,0.04
"Saint Privat",0.92,0.27,0.11,0.57,0.77,0.5,0.22
"Saint Vitus",0.27,0.37,0.12,0.44,0.73,0.27,0.03
"Saint Wellesley",0.44,0.05,0.24,0.39,0.68,0.81,0.06
"Saira Hussain",0.59,0.89,0.38,0.95,0.89,0.05,0.06
"Saito",0.71,0.3,0.47,0.35,0.77,0.78,0.11
"Saja",0.85,0.88,0.03,0.57,0.87,0.03,0.08
"Sajjad Hussain",0.58,0.3,0.11,0.58,0.79,1,0.11
"Sakal",0.69,0.78,0.22,0.6,0.78,0.47,0.23
"Sakari Oramo",0.26,0.12,0.11,0.52,0.68,0.95,0.04
"Sakis Papadimitriou",0.29,0.04,0.09,0.35,0.73,0.95,0.05
"Sakis Pippidis",0.52,0.72,0.23,0.59,0.89,0.34,0.04
"Sal Salvador Quintet",0.53,0.41,0.14,0.53,0.74,0.91,0.05
"Salaam Remi",0.72,0.54,0.18,0.43,0.81,0.15,0.25
"Salazar Y Su Nueva Eskuela",0.68,0.74,0.2,0.55,0.86,0.37,0.05
"Saleem Raza",0.58,0.47,0.3,0.52,0.77,0.75,0.05
"Salil Mitra",0.58,0.27,0.24,0.59,0.76,0.86,0.05
"Salim Merchant",0.52,0.56,0.21,0.56,0.82,0.67,0.09
"Salim Raza",0.45,0.43,0.38,0.6,0.81,0.92,0.04
"Salim–Sulaiman",0.43,0.7,0.27,0.53,0.85,0.73,0.12
"Saliva",0.46,0.91,0.16,0.62,0.91,0.02,0.06
"Sally Dworsky",0.27,0.13,0.31,0.48,0.67,0.83,0.05
"Sally Mueller",0.44,0.21,0.12,0.42,0.69,0.96,0.05
"Sally Sweetland",0.63,0.59,0.45,0.33,0.84,0.93,0.33
"Sally Yeh",0.57,0.36,0.16,0.57,0.78,0.63,0.04
"Salma Agha",0.36,0.47,0.15,0.43,0.8,0.98,0.04
"Salomón Robles Y Sus Legendarios",0.75,0.65,0.21,0.44,0.87,0.33,0.15
"Salon Victoria",0.54,0.84,0.07,0.53,0.85,0.01,0.05
"Salonikios-Violi",0.35,0.23,0.15,0.46,0.76,1,0.06
"Salonikiós",0.33,0.66,0.38,0.35,0.83,0.99,0.11
"Salonikos",0.4,0.39,0.56,0.31,0.76,0.99,0.05
"Salsa Kids",0.72,0.83,0.08,0.4,0.9,0.47,0.05
"Salserin",0.47,0.82,0.08,0.76,0.88,0.35,0.04
"Salt-N-Pepa",0.86,0.56,0.11,0.56,0.78,0.07,0.18
"Saltoy Maria",0.49,0.42,0.26,0.46,0.8,0.91,0.04
"Salvatore Accardo",0.38,0.1,0.05,0.77,0.66,0.98,0.08
"Salvatore Cammarano",0.38,0.16,0.33,0.47,0.64,0.97,0.19
"Salvatore Cardillo",0.18,0.37,0.14,0.35,0.84,0.98,0.03
"Salvatore Dell'Isola",0.46,0.23,0.21,0.5,0.76,0.89,0.05
"Salvatore Gambardella",0.61,0.48,0.32,0.58,0.8,0.94,0.06
"Salvatore Polizzi",0.8,0.69,0.08,0.6,0.82,0,0.08
"Salvatore di Tommaso",0.38,0.29,0.19,0.5,0.76,0.99,0.07
"Sam & Dave",0.69,0.4,0.18,0.53,0.78,0.43,0.05
"Sam Brown",0.33,0.3,0.14,0.85,0.76,0.44,0.05
"Sam Bush",0.46,0.5,0.23,0.58,0.72,0.47,0.04
"Sam Butera & The Witnesses",0.61,0.49,0.27,0.55,0.8,0.54,0.2
"Sam Cooke",0.47,0.46,0.29,0.52,0.81,0.7,0.07
"Sam Dew",0.74,0.69,0.04,0.46,0.88,0.08,0.18
"Sam Elliott",0.72,0.62,0.09,0.51,0.87,0.79,0.03
"Sam Eskin",0.58,0.06,0.14,0.51,0.66,0.98,0.1
"Sam Feldt",0.71,0.73,0.11,0.52,0.9,0.18,0.07
"Sam Fischer",0.6,0.38,0.08,0.34,0.88,0.73,0.05
"Sam Grow",0.57,0.77,0.1,0.51,0.91,0,0.03
"Sam Hui",0.57,0.3,0.27,0.5,0.74,0.59,0.03
"Sam Hulick",0.58,0.34,0.09,0.55,0.69,0.96,0.05
"Sam Hunt",0.6,0.69,0.22,0.53,0.88,0.22,0.06
"Sam Jones",0.57,0.27,0.13,0.49,0.75,0.88,0.04
"Sam Kinison",0.46,0.76,0.66,0.45,0.76,0.01,0.05
"Sam Lachow",0.73,0.57,0.1,0.36,0.89,0.3,0.27
"Sam Lanin & His Famous Players & Singers",0.78,0.28,0.1,0.38,0.82,0.98,0.06
"Sam Levene",0.64,0.1,0.13,0.59,0.6,0.92,0.12
"Sam Manning",0.69,0.35,0.4,0.48,0.81,0.99,0.12
"Sam Manning's Orchestra",0.63,0.3,0.26,0.48,0.71,0.99,0.07
"Sam Manning's Rhythm Boys",0.26,0.31,0.13,0.76,0.73,1,0.03
"Sam Manning's and His Cole Jazz Orchestra",0.66,0.28,0.11,0.46,0.68,1,0.08
"Sam Martin",0.56,0.82,0.24,0.5,0.92,0.26,0.06
"Sam Moore",0.37,0.62,0.52,0.61,0.84,0.31,0.04
"Sam Phillips",0.63,0.33,0.09,0.54,0.77,0.58,0.03
"Sam Price Trio",0.69,0.61,0.14,0.55,0.88,0.78,0.07
"Sam Riggs",0.6,0.45,0.17,0.63,0.85,0.01,0.03
"Sam Rivers",0.44,0.41,0.16,0.52,0.74,0.57,0.05
"Sam Roberts Band",0.56,0.93,0.42,0.45,0.91,0.3,0.03
"Sam Smith",0.56,0.47,0.17,0.5,0.85,0.5,0.07
"Sam Sparro",0.5,0.69,0.11,0.55,0.87,0,0.05
"Sam Spence",0.47,0.56,0.19,0.58,0.82,0.63,0.04
"Sam The Sham & The Pharaohs",0.67,0.48,0.12,0.6,0.8,0.72,0.05
"Sam Tinnesz",0.51,0.73,0.1,0.37,0.89,0.1,0.04
"Sam Tsui",0.44,0.75,0.06,0.75,0.85,0.19,0.05
"Sam Wills",0.76,0.6,0.17,0.57,0.83,0.2,0.05
"Sam and Modesto Garcia",0.72,0.29,0.31,0.46,0.58,1,0.06
"SamNSK",0.65,0.93,0.25,0.59,0.89,0,0.2
"Samantha Barks",0.34,0.12,0.15,0.33,0.72,0.88,0.07
"Samantha Bumgarner",0.33,0.16,0.3,0.98,0.7,1,0.05
"Samantha Cole",0.9,0.8,0.32,0.45,0.9,0.15,0.26
"Samantha Fox",0.82,0.61,0.07,0.52,0.74,0.05,0.1
"Samantha Mumba",0.73,0.75,0.19,0.51,0.91,0.23,0.03
"Samantha Nelson",0.35,0.69,0.61,0.41,0.86,0.33,0.37
"Samantha Sang",0.52,0.36,0.25,0.85,0.82,0.76,0.04
